filename,artist,style,genre
94874.jpg,Lovis Corinth,Impressionism,still life
101835.jpg,Tarsila do Amaral,Naïve Art (Primitivism),cityscape
82156.jpg,Tsuguharu Foujita,Magic Realism,portrait
6446.jpg,Louis Comfort Tiffany,Art Nouveau (Modern),design
21742.jpg,Pauline Boty,Feminist Art,nude painting (nu)
15655.jpg,Ivan Bilibin,Art Nouveau (Modern),poster
19985.jpg,Charles-Francois Daubigny,Realism,landscape
15083.jpg,Stanley Spencer,Neo-Romanticism,portrait
101595.jpg,Felix Labisse,Surrealism,symbolic painting
59183.jpg,Charles-Francois Daubigny,Realism,landscape
61795.jpg,Oyvind Fahlstrom,Pop Art,figurative
28067.jpg,Oyvind Fahlstrom,Neo-Dada,figurative
53223.jpg,Pavel Fedotov,Realism,self-portrait
43947.jpg,Paul Delaroche,Romanticism,portrait
7000.jpg,Jean Messagier,Lyrical Abstraction,abstract
86563.jpg,Paul Signac,Pointillism,cityscape
20425.jpg,Theo Gerber,Surrealism,abstract
43201.jpg,Emilio Grau Sala,Fauvism,genre painting
22441.jpg,Hoca Ali Riza,Impressionism,landscape
57898.jpg,Bernard Schultze,Art Informel,abstract
54584.jpg,Maurice Denis,Post-Impressionism,genre painting
18434.jpg,Charles Maurin,Symbolism,self-portrait
8509.jpg,Fernand Leger,Purism,still life
18347.jpg,Richard Gerstl,Post-Impressionism,portrait
58163.jpg,Jean Arp,Surrealism,abstract
1764.jpg,Edwin Lord Weeks,Orientalism,genre painting
60242.jpg,Theodor Aman,Orientalism,portrait
84727.jpg,Alexander Ivanov,Academicism,portrait
49315.jpg,Lucas Cranach the Elder,Northern Renaissance,religious painting
46042.jpg,Dolfi Trost,Automatic Painting,abstract
54917.jpg,Gabriele Munter,Expressionism,landscape
84239.jpg,Manabu Mabe,Abstract Expressionism,abstract
5130.jpg,Vicente Manansala,Cubism,genre painting
33022.jpg,Sam Francis,Lyrical Abstraction,abstract
8504.jpg,Amadeo de Souza-Cardoso,Dada,still life
13522.jpg,Matthias Grünewald,Northern Renaissance,religious painting
21769.jpg,Zdislav Beksinski,Surrealism,cityscape
2125.jpg,David Burliuk,Realism,portrait
66924.jpg,Zdislav Beksinski,Surrealism,symbolic painting
22070.jpg,Richards Ruben,Abstract Expressionism,abstract
72368.jpg,Zdislav Beksinski,Surrealism,sketch and study
56481.jpg,Gerard Sekoto,Expressionism,cityscape
97727.jpg,Zdislav Beksinski,Surrealism,symbolic painting
82918.jpg,Zdislav Beksinski,Surrealism,symbolic painting
68986.jpg,Konstantin Somov,Realism,self-portrait
52417.jpg,Sergey Solomko,Art Nouveau (Modern),genre painting
64597.jpg,Konstantin Bogaevsky,Symbolism,landscape
29897.jpg,William Hogarth,Rococo,genre painting
102266.jpg,Giorgio Morandi,Magic Realism,still life
53596.jpg,Ivan Vladimirov,Realism,landscape
18409.jpg,Diego Rivera,Muralism,genre painting
88094.jpg,Ilya Mashkov,Post-Impressionism,still life
2216.jpg,Niko Pirosmani,Naïve Art (Primitivism),portrait
8917.jpg,Joan Hernandez Pijuan,Art Informel,abstract
92739.jpg,Jimmy Ernst,Surrealism,abstract
96820.jpg,Dado,Surrealism,figurative
5803.jpg,Vilhelms Purvitis,Impressionism,landscape
43630.jpg,Mstislav Dobuzhinsky,Art Nouveau (Modern),cityscape
101229.jpg,André Lhote,Orphism,cityscape
8252.jpg,Elaine de Kooning,Abstract Expressionism,figurative
86810.jpg,M.F. Husain,Pop Art,genre painting
61714.jpg,Nutzi Acontz,Post-Impressionism,landscape
35973.jpg,Tom Scott,Realism,landscape
96328.jpg,Betty Parsons,Abstract Expressionism,abstract
55031.jpg,Ion Alin Gheorghiu,Cubism,figurative
21638.jpg,Constant Troyon,Realism,genre painting
70970.jpg,Bartolome Esteban Murillo,Baroque,religious painting
4323.jpg,Tamara de Lempicka,Art Deco,nude painting (nu)
65718.jpg,Iosif Iser,Cubo-Expressionism,portrait
50071.jpg,Mily Possoz,Expressionism,genre painting
80440.jpg,Allan D'Arcangelo,Pop Art,abstract
67236.jpg,Konstantinos Parthenis,Expressionism,allegorical painting
44266.jpg,David Burliuk,Post-Impressionism,landscape
92597.jpg,Paul Serusier,Synthetism,religious painting
98483.jpg,David Burliuk,Naïve Art (Primitivism),genre painting
12978.jpg,John Marin,Expressionism,cityscape
43995.jpg,Ivan Vladimirov,Realism,genre painting
49794.jpg,Alphonse Mucha,Art Nouveau (Modern),advertisement
57933.jpg,Karl Edvard Diriks,Impressionism,landscape
16337.jpg,Francesco Solimena,Baroque,mythological painting
24902.jpg,Carl Buchheister,Art Informel,abstract
54263.jpg,Xu Beihong,Ink and wash painting,animal painting
99017.jpg,Benozzo Gozzoli,Early Renaissance,religious painting
100732.jpg,Pietro Longhi,Rococo,genre painting
47144.jpg,Sonia Delaunay,Orphism,abstract
51802.jpg,Giacomo Balla,Futurism,abstract
57512.jpg,Mykola Pymonenko,Realism,genre painting
33176.jpg,Cornelis Springer,Romanticism,sketch and study
39146.jpg,Paul Signac,Pointillism,landscape
102926.jpg,Mstislav Dobuzhinsky,Art Nouveau (Modern),mythological painting
10888.jpg,Al Held,Hard Edge Painting,abstract
83330.jpg,Zdislav Beksinski,Surrealism,symbolic painting
94385.jpg,Victor Vasarely,Abstract Art,abstract
57462.jpg,Gene Davis,Color Field Painting,abstract
63244.jpg,Emiliano Di Cavalcanti,Modernismo,cityscape
96613.jpg,Fern Coppedge,Impressionism,landscape
86605.jpg,Jean Fautrier,Existential Art,abstract
69698.jpg,Giovanni Boldini,Realism,portrait
6508.jpg, Thalia Flora-Karavia ,Impressionism,landscape
60746.jpg,Helen Frankenthaler,Lyrical Abstraction,abstract
27868.jpg,Victor Vasarely,Op Art,animal painting
31298.jpg,Amedee Ozenfant,Purism,still life
48622.jpg,Suzanne Valadon,Post-Impressionism,genre painting
57989.jpg,Fernand Leger,Naïve Art (Primitivism),sketch and study
57557.jpg,Bernard Schultze,Art Informel,abstract
18141.jpg,Ivan Vladimirov,Realism,genre painting
83894.jpg,Felix Labisse,Surrealism,symbolic painting
82458.jpg,Victor Pasmore,Abstract Art,abstract
64658.jpg,El Lissitzky,Constructivism,illustration
74994.jpg,Walasse Ting,Pop Art,figurative
46766.jpg,David Burliuk,Cubo-Futurism,landscape
30346.jpg,Fernand Leger,Naïve Art (Primitivism),sketch and study
6300.jpg,Jose Ferraz de Almeida Junior,Realism,genre painting
80563.jpg,Vanessa Bell,Abstract Art,design
10697.jpg,Elmer Bischoff,Expressionism,genre painting
46852.jpg,Antonio Carneiro,Expressionism,landscape
12020.jpg,Francisco de Zurbaran,Baroque,religious painting
62544.jpg,Doug Ohlson,Color Field Painting,abstract
51979.jpg,Jacques Hérold,Lyrical Abstraction,symbolic painting
49842.jpg,Jacques Stella,Classicism,history painting
2006.jpg,Guy Rose,Impressionism,portrait
91779.jpg,John Frederick Kensett,Luminism,landscape
52952.jpg,Emil Carlsen,Realism,still life
100179.jpg,Moshe Kupferman,Abstract Expressionism,abstract
84623.jpg,Aldo Mondino,Pop Art,portrait
15653.jpg,Carlos Merida,Muralism,genre painting
23869.jpg,Cy Twombly,Abstract Expressionism,abstract
11379.jpg,Agostino Carracci,Baroque,portrait
99237.jpg,Julian Ashton,Impressionism,cityscape
94399.jpg,Mark Tobey,Abstract Expressionism,abstract
11477.jpg,Cy Twombly,Abstract Expressionism,abstract
102934.jpg,Honore Daumier,Realism,portrait
89362.jpg,Robert Brackman,Realism,still life
66920.jpg,Olexandr Archipenko,Cubism,nude painting (nu)
52775.jpg,Louis Marcoussis,Cubism,illustration
6776.jpg,Burhan Dogancay,Pop Art,figurative
66201.jpg,Hans von Aachen,Mannerism (Late Renaissance),self-portrait
73612.jpg,El Lissitzky,Cubo-Futurism,symbolic painting
73765.jpg,Ilya Mashkov,Realism,sketch and study
28058.jpg,John Marin,Abstract Art,abstract
7414.jpg,Ferdinand Hodler,Symbolism,landscape
69983.jpg,Jan Matejko,Romanticism,portrait
9173.jpg,Pierre Bonnard,Japonism,genre painting
26977.jpg,Luciano Bartolini,Art Informel,abstract
25824.jpg,Jacek Malczewski,Symbolism,landscape
97188.jpg,James Tissot,Realism,caricature
55455.jpg,Sonia Delaunay,Orphism,abstract
51895.jpg,Jean Paul Lemieux,Expressionism,portrait
71081.jpg,Raphael Kirchner,Art Nouveau (Modern),design
66883.jpg,Stefan Luchian,Impressionism,genre painting
45599.jpg,Walter Crane,Neo-Romanticism,illustration
62716.jpg,Marsden Hartley,Expressionism,landscape
28432.jpg,David Burliuk,Futurism,symbolic painting
102550.jpg,Henry Darger,Art Brut,illustration
31525.jpg,Jury Annenkov,Expressionism,illustration
17090.jpg,John Simpson ,Neoclassicism,portrait
45452.jpg,David Burliuk,Naïve Art (Primitivism),genre painting
52999.jpg,Sam Francis,Abstract Expressionism,abstract
6139.jpg,Georges Seurat,Post-Impressionism,genre painting
87913.jpg,Piet Mondrian,Impressionism,landscape
12281.jpg,Toshi Yoshida,Sōsaku hanga,cityscape
3281.jpg,Ion Bitzan,Conceptual Art,figurative
47486.jpg,Charles Bell,Photorealism,still life
88270.jpg,Alphonse Mucha,Art Nouveau (Modern),poster
21904.jpg,John Martin,Romanticism,religious painting
75957.jpg,John Atkinson Grimshaw,Symbolism,mythological painting
62228.jpg,Edward Hopper,New Realism,cityscape
6038.jpg,Forrest Bess,Outsider art,abstract
707.jpg,Antonio Dacosta,Surrealism,figurative
31698.jpg,Alexey Venetsianov,Realism,portrait
4940.jpg,Helen Frankenthaler,Lyrical Abstraction,abstract
69699.jpg,Forrest Bess,Expressionism,landscape
16971.jpg,Lucian Freud,Surrealism,still life
102111.jpg,Brett Whiteley,Surrealism,figurative
98859.jpg,Guido Molinari,Color Field Painting,abstract
5899.jpg,Josef Herman,Expressionism,genre painting
74607.jpg,Oliver Kilbourn,Social Realism,genre painting
27921.jpg,Jack Tworkov,Abstract Expressionism,abstract
45424.jpg,Louis Wain,Art Nouveau (Modern),illustration
97066.jpg,Zdislav Beksinski,Surrealism,symbolic painting
68748.jpg,Frank Johnston,Art Nouveau (Modern),genre painting
64810.jpg,Jose Guerrero,Abstract Expressionism,abstract
81586.jpg,Jean Fouquet,Northern Renaissance,history painting
48218.jpg,Sofonisba Anguissola,Mannerism (Late Renaissance),portrait
89919.jpg,Ivan Grohar,Impressionism,landscape
84190.jpg,Joshua Reynolds,Rococo,portrait
32413.jpg,Lucia Demetriade Balacescu,Post-Impressionism,cityscape
49229.jpg,John Marin,Abstract Art,abstract
47151.jpg,Pyotr Konchalovsky,Post-Impressionism,landscape
1820.jpg,Ike no Taiga,Nanga (Bunjinga),landscape
16416.jpg,Akseli Gallen-Kallela,Romanticism,landscape
101928.jpg,Pericles Pantazis ,Impressionism,portrait
9388.jpg,Ike no Taiga,Nanga (Bunjinga),sketch and study
93882.jpg,Camille Bryen,Tachisme,abstract
53116.jpg,Jan Matejko,Romanticism,portrait
3829.jpg,Richard Pousette-Dart,Abstract Expressionism,abstract
17107.jpg,Vasily Tropinin,Realism,portrait
41320.jpg,Giovanni Boldini,Realism,portrait
4102.jpg,Suzanne Valadon,Post-Impressionism,sketch and study
29834.jpg,Bernardo Marques,Art Deco,illustration
24023.jpg,Nzante Spee,Cubism,figurative
68453.jpg,Sam Francis,Lyrical Abstraction,abstract
2806.jpg,Maurice de Vlaminck,Post-Impressionism,landscape
60148.jpg,Cy Twombly,Neo-Expressionism,abstract
23395.jpg,Wilhelm Kotarbinski,Art Nouveau (Modern),genre painting
3654.jpg,Jacques Hérold,Surrealism,landscape
87318.jpg,Kiyoshi Saito,Sōsaku hanga,figurative
48310.jpg,Lucian Freud,Expressionism,portrait
73248.jpg,George Romney,Rococo,portrait
41233.jpg,Hans Baldung,Northern Renaissance,mythological painting
95444.jpg,Helen Frankenthaler,Lyrical Abstraction,abstract
59271.jpg,Pavel Filonov,Analytical Realism,allegorical painting
73972.jpg,Vilhelms Purvitis,Impressionism,landscape
50698.jpg,David Burliuk,Naïve Art (Primitivism),genre painting
59787.jpg,Richard Gerstl,Pointillism,portrait
30475.jpg,John Atkinson Grimshaw,Impressionism,cityscape
19614.jpg,Raja Ravi Varma,Academicism,mythological painting
89620.jpg,Alexey Venetsianov,Realism,portrait
63382.jpg,Alexey Venetsianov,Realism,portrait
30477.jpg,Tarsila do Amaral,Naïve Art (Primitivism),landscape
88837.jpg,Agnolo Bronzino,Mannerism (Late Renaissance),portrait
73990.jpg,Cy Twombly,Abstract Expressionism,abstract
40995.jpg,Edward Wadsworth,Surrealism,cityscape
51726.jpg,Andrea del Castagno,Early Renaissance,religious painting
46812.jpg,Tintoretto,Mannerism (Late Renaissance),portrait
15697.jpg,Ivan Vladimirov,Impressionism,landscape
81651.jpg,Nzante Spee,Cubism,abstract
76820.jpg,Jean Fouquet,Northern Renaissance,religious painting
45386.jpg,Grace Cossington Smith,Post-Impressionism,still life
5184.jpg,Artemisia Gentileschi,Baroque,mythological painting
33052.jpg,Carlo Carra,Futurism,portrait
21652.jpg,Alexey Venetsianov,Realism,portrait
9267.jpg,Jose Ferraz de Almeida Junior,Academicism,portrait
27537.jpg,Zao Wou-Ki,Lyrical Abstraction,abstract
6824.jpg,Clarence Holbrook Carter,Magic Realism,landscape
47897.jpg,Pyotr Konchalovsky,Post-Impressionism,landscape
72897.jpg,Jean Auguste Dominique Ingres,Neoclassicism,portrait
24271.jpg,Norman Rockwell,Regionalism,genre painting
29121.jpg,Jacek Malczewski,Art Nouveau (Modern),genre painting
46964.jpg,Avigdor Arikha,Expressionism,portrait
93237.jpg,Theo van Doesburg,Neoplasticism,poster
25082.jpg,Luc-Olivier Merson,Romanticism,sketch and study
4896.jpg,Johan Christian Dahl,Romanticism,landscape
53370.jpg,Ossip Zadkine,Expressionism,nude painting (nu)
25969.jpg,Sol LeWitt,Post-Painterly Abstraction,abstract
84606.jpg,David Burliuk,Post-Impressionism,landscape
6547.jpg,Mikhail Nesterov,Symbolism,portrait
32685.jpg,Alexey Venetsianov,Romanticism,portrait
48809.jpg,Auguste Herbin,Cubism,portrait
2965.jpg,Stefan Luchian,Impressionism,landscape
40079.jpg,Elaine de Kooning,Abstract Expressionism,animal painting
4576.jpg,Gene Davis,Abstract Expressionism,abstract
69908.jpg,Amedee Ozenfant,Purism,still life
1253.jpg,Hubert Robert,Rococo,history painting
81310.jpg,Conrad Marca-Relli,Pop Art,figurative
5796.jpg,Leon Bonnat,Romanticism,genre painting
89541.jpg,Raja Ravi Varma,Academicism,mythological painting
18375.jpg,Otto Dix,Expressionism,nude painting (nu)
51815.jpg,Dante Gabriel Rossetti,Romanticism,portrait
75731.jpg,Clyfford Still,Color Field Painting,abstract
30300.jpg,Vasily Vereshchagin,Realism,cityscape
7729.jpg,Leon Spilliaert,Symbolism,genre painting
20007.jpg,Georges Hugnet,Surrealism,figurative
17643.jpg,Maurice Esteve,Art Informel,abstract
81028.jpg,Saul Steinberg,Surrealism,cityscape
19156.jpg,Olivier Debre,Art Informel,abstract
75098.jpg,Lolo Soldevilla,Concretism,abstract
4776.jpg,Maurice Esteve,Art Informel,abstract
99489.jpg,Taras Shevchenko,Romanticism,marina
678.jpg,Charles Rennie Mackintosh,Art Nouveau (Modern),design
91168.jpg,Cuno Amiet,Divisionism,portrait
5413.jpg,Helmut Sturm,Art Informel,abstract
78482.jpg,John Riley,Baroque,portrait
679.jpg,Jeremy Moon,Post-Painterly Abstraction,abstract
78842.jpg,Pietro Perugino,High Renaissance,allegorical painting
18183.jpg,Katsushika Hokusai,Ukiyo-e,sketch and study
44187.jpg,Victor Brauner,Surrealism,allegorical painting
23509.jpg,Pyotr Konchalovsky,Post-Impressionism,interior
7122.jpg,Jeffrey Smart,Hyper-Realism,genre painting
102421.jpg,Vladimir Borovikovsky,Rococo,portrait
71276.jpg,David Burliuk,Futurism,genre painting
85120.jpg,Anne Vallayer-Coster,Rococo,portrait
47036.jpg,Henri de Toulouse-Lautrec,Post-Impressionism,still life
3694.jpg,Shitao,Ink and wash painting,landscape
39506.jpg,Norman Rockwell,Regionalism,genre painting
77151.jpg,Carlos Merida,Cubism,abstract
51092.jpg,Jean Helion,Expressionism,nude painting (nu)
36584.jpg,Walter Sickert,Post-Impressionism,portrait
28652.jpg,Lucian Freud,Expressionism,portrait
54795.jpg,Pyotr Konchalovsky,Realism,flower painting
52431.jpg,Bernard Buffet,Expressionism,still life
27293.jpg,Zdislav Beksinski,Surrealism,symbolic painting
31318.jpg,Ike no Taiga,Nanga (Bunjinga),sketch and study
102033.jpg,Ike no Taiga,Nanga (Bunjinga),landscape
93267.jpg,Pyotr Konchalovsky,Realism,still life
29957.jpg,Bernard Schultze,Art Informel,abstract
86345.jpg,David Alfaro Siqueiros,Expressionism,genre painting
75839.jpg,Louis Comfort Tiffany,Art Nouveau (Modern),design
28526.jpg,James Tissot,Realism,caricature
35698.jpg, Thalia Flora-Karavia ,Expressionism,sketch and study
99368.jpg,Edward Corbett,Abstract Expressionism,abstract
9463.jpg,Brett Whiteley,Abstract Expressionism,nude painting (nu)
84728.jpg,Lawren Harris,Abstract Art,abstract
17085.jpg,Hans Baldung,Northern Renaissance,religious painting
39564.jpg,Gunther Forg,Abstract Expressionism,abstract
28641.jpg,Eugene Carriere,Symbolism,portrait
6288.jpg,Henry Darger,Art Brut,illustration
2217.jpg,Konstantin Bogaevsky,Symbolism,landscape
43116.jpg,Alfred Kubin,Symbolism,landscape
85325.jpg,Henry Darger,Art Brut,illustration
37589.jpg,Aubrey Beardsley,Art Nouveau (Modern),portrait
89267.jpg,Kamal ud-Din Behzad,Timurid Period,miniature
32336.jpg,Lucian Freud,Expressionism,nude painting (nu)
62480.jpg,Claude Georges,Tachisme,abstract
45718.jpg,Conrad Marca-Relli,Abstract Expressionism,abstract
206.jpg,Camille Graeser,Concretism,abstract
77612.jpg,John Russell,Rococo,portrait
29718.jpg,Wilhelm Kotarbinski,Art Nouveau (Modern),religious painting
69273.jpg,Vasily Polenov,Realism,cityscape
7469.jpg,May Wilson,Feminist Art,portrait
18715.jpg,Charles Bell,Photorealism,still life
2842.jpg,Oliver Kilbourn,Social Realism,genre painting
24307.jpg,Mark Tobey,Abstract Expressionism,abstract
11268.jpg,Enrico Donati,Surrealism,symbolic painting
29017.jpg,Ike no Taiga,Nanga (Bunjinga),sketch and study
88934.jpg,Ike no Taiga,Nanga (Bunjinga),landscape
89427.jpg,Ike no Taiga,Nanga (Bunjinga),sketch and study
21643.jpg,Ike no Taiga,Nanga (Bunjinga),landscape
71033.jpg,Georges Braque,Expressionism,still life
98436.jpg,Marcelle Cahn,Concretism,abstract
18871.jpg,Al Held,Op Art,abstract
58633.jpg,Zdislav Beksinski,Surrealism,symbolic painting
47172.jpg,Jan Matejko,Romanticism,portrait
2742.jpg,Marevna (Marie Vorobieff),Cubism,portrait
31861.jpg,Franz Xaver Winterhalter,Neo-Rococo,portrait
45196.jpg,Antoni Tapies,Art Informel,abstract
48252.jpg,Alexandre Benois,Art Nouveau (Modern),design
6924.jpg,Mily Possoz,Expressionism,genre painting
52771.jpg,Seraphine Louis,Naïve Art (Primitivism),flower painting
100816.jpg,Arthur Rackham,Art Nouveau (Modern),illustration
50783.jpg,Carlo Carra,Metaphysical art,cityscape
103003.jpg,Jan Matejko,Romanticism,portrait
49877.jpg,Orest Kiprensky,Romanticism,portrait
72770.jpg,Pavel Filonov,Analytical Realism,genre painting
80909.jpg,Alexey Venetsianov,Romanticism,portrait
54894.jpg,Dolfi Trost,Surrealism,abstract
57795.jpg,Jean Paul Lemieux,Regionalism,genre painting
72021.jpg,Manuel Rivera,Art Informel,abstract
18429.jpg,Honore Daumier,Realism,genre painting
101132.jpg,Hans Baldung,Northern Renaissance,design
65182.jpg,Mikhail Nesterov,Symbolism,genre painting
75425.jpg,Toshi Yoshida,Sōsaku hanga,marina
51604.jpg,Alfred Kubin,Symbolism,symbolic painting
101984.jpg,Eyvind Earle,Magic Realism,landscape
40476.jpg,David Burliuk,Naïve Art (Primitivism),allegorical painting
64715.jpg,Karl Bryullov,Romanticism,sketch and study
62848.jpg,Afro,Lyrical Abstraction,abstract
21596.jpg,Moshe Kupferman,Minimalism,abstract
59745.jpg,Gustave de Smet,Expressionism,nude painting (nu)
69088.jpg,Heorhiy Narbut,Art Nouveau (Modern),design
69060.jpg,Ottone Rosai,Futurism,genre painting
96744.jpg,Francesco Guardi,Baroque,capriccio
78460.jpg,Louis Wain,Art Nouveau (Modern),animal painting
56423.jpg,George Demetrescu Mirea,Academicism,portrait
85382.jpg,Paul Delvaux,Surrealism,genre painting
5525.jpg,Fernand Leger,Cubism,portrait
70715.jpg,Ivan Vladimirov,Realism,genre painting
40655.jpg,Conrad Marca-Relli,Pop Art,genre painting
94152.jpg,Mykola Pymonenko,Realism,genre painting
92357.jpg,John Ferren,Abstract Art,abstract
101014.jpg,Francisco de Zurbaran,Baroque,allegorical painting
64614.jpg,Jimmy Ernst,Abstract Expressionism,abstract
83036.jpg,Mstislav Dobuzhinsky,Symbolism,cityscape
99231.jpg,Ike no Taiga,Nanga (Bunjinga),genre painting
41447.jpg,Pierre Tal-Coat,Art Informel,abstract
66748.jpg,Akseli Gallen-Kallela,Art Nouveau (Modern),landscape
13700.jpg,Gustave Singier,Lyrical Abstraction,abstract
78051.jpg,Mykola Pymonenko,Romanticism,genre painting
610.jpg,Qi Baishi,Ink and wash painting,still life
25642.jpg,Zdislav Beksinski,Surrealism,symbolic painting
87457.jpg,Norman Rockwell,Regionalism,genre painting
53784.jpg,Norman Rockwell,Regionalism,genre painting
12169.jpg,Emmanuel Zairis,Impressionism,nude painting (nu)
78371.jpg,Raoul Ubac,Abstract Expressionism,abstract
77629.jpg,Paul Jacoulet,Ukiyo-e,portrait
8559.jpg,Federico Zandomeneghi,Impressionism,sketch and study
82092.jpg,Paul Jacoulet,Ukiyo-e,portrait
53595.jpg,Fikret Mualla Saygi,Fauvism,still life
53914.jpg,Zao Wou-Ki,Lyrical Abstraction,abstract
44084.jpg,Marcus Stone,Romanticism,sketch and study
53177.jpg,Mikhail Vrubel,Symbolism,cityscape
50195.jpg,Paul Delvaux,Surrealism,mythological painting
78524.jpg,Octav Bancila,Realism,self-portrait
94612.jpg,Zdislav Beksinski,Surrealism,symbolic painting
61796.jpg,Gustave Loiseau,Post-Impressionism,cityscape
56017.jpg,Hafiz Osman,Ottoman Period,calligraphy
30835.jpg,Konstantin Somov,Symbolism,design
64768.jpg,Jacek Malczewski,Symbolism,landscape
40817.jpg,Toshi Yoshida,Sōsaku hanga,landscape
23504.jpg,Gene Davis,Color Field Painting,abstract
48558.jpg,Bart van der Leck,Neoplasticism,figurative
6996.jpg,Dante Gabriel Rossetti,Romanticism,sketch and study
93817.jpg,Hans Hofmann,Fauvism,landscape
73692.jpg,Fernand Leger,Naïve Art (Primitivism),sketch and study
6457.jpg,Pyotr Konchalovsky,Realism,flower painting
12540.jpg,Ivan Albright,Magic Realism,portrait
4029.jpg,Rogier van der Weyden,Northern Renaissance,sketch and study
95933.jpg,Louis Soutter,Art Brut,portrait
70932.jpg,Cy Twombly,Neo-Expressionism,abstract
40906.jpg,Pierre Bonnard,Post-Impressionism,genre painting
50532.jpg,Correggio,High Renaissance,religious painting
14621.jpg,Paul Jacoulet,Ukiyo-e,genre painting
45075.jpg,Zao Wou-Ki,Lyrical Abstraction,abstract
44785.jpg,Maurice Braun,Impressionism,landscape
8877.jpg,John Hoppner,Romanticism,portrait
10293.jpg,Zdislav Beksinski,Surrealism,symbolic painting
49966.jpg,Cy Twombly,Minimalism,abstract
3377.jpg,Paul Delaroche,Academicism,history painting
21374.jpg,Aurel Cojan,Art Informel,abstract
83854.jpg,Stefan Luchian,Impressionism,still life
42560.jpg,Jean Paul Lemieux,Expressionism,genre painting
3034.jpg,Winston Churchill,Impressionism,landscape
35575.jpg,Meijer de Haan,Post-Impressionism,self-portrait
102524.jpg,Christian Schad,Magic Realism,genre painting
57355.jpg,George Bouzianis,Expressionism,genre painting
13330.jpg,John Ferren,Abstract Art,abstract
95600.jpg,Elaine de Kooning,Abstract Expressionism,animal painting
56984.jpg,Jacques Villon,Post-Impressionism,landscape
65352.jpg,Gene Davis,Color Field Painting,abstract
40426.jpg,Mary Fedden,Naïve Art (Primitivism),still life
74276.jpg,Georges Vantongerloo,Concretism,abstract
2401.jpg,Amedee Ozenfant,Purism,marina
68363.jpg,Moshe Kupferman,Abstract Expressionism,abstract
82610.jpg,Edward Burne-Jones,Romanticism,mythological painting
33250.jpg,Alice Neel,Expressionism,portrait
295.jpg,Marcus Stone,Romanticism,genre painting
68487.jpg,Francis Gruber,Expressionism,nude painting (nu)
68704.jpg,Nikolai Ge,Academicism,religious painting
98065.jpg,Constantin Artachino,Orientalism,portrait
91227.jpg,Jose Escada,Surrealism,abstract
77763.jpg,Caravaggio,Baroque,portrait
47344.jpg,Fernand Leger,Purism,sketch and study
22039.jpg,Domenico Gnoli,Surrealism,figurative
16262.jpg,Helen Frankenthaler,Color Field Painting,abstract
69341.jpg,Oscar Dominguez,Cubism,animal painting
102340.jpg, Periklis Vyzantios ,Impressionism,landscape
95135.jpg,Vela Zanetti,Muralism,allegorical painting
71294.jpg,Cy Twombly,Neo-Expressionism,abstract
64706.jpg,Zdislav Beksinski,Surrealism,symbolic painting
93898.jpg,Jan Matejko,Romanticism,portrait
9653.jpg,Stefan Luchian,Post-Impressionism,genre painting
94239.jpg,Jacek Malczewski,Art Nouveau (Modern),portrait
42845.jpg,Rudolf de Crignis,Minimalism,abstract
55115.jpg,Rudolf de Crignis,Minimalism,abstract
24852.jpg,Rudolf de Crignis,Minimalism,abstract
102330.jpg,Leonardo da Vinci,Early Renaissance,sketch and study
51818.jpg,Henryk Siemiradzki,Academicism,mythological painting
9136.jpg,Herrad of Landsberg,Romanesque,miniature
51268.jpg,Andy Warhol,Pop Art,design
82817.jpg,Aurel Cojan,Art Informel,nude painting (nu)
41441.jpg,Leon Spilliaert,Symbolism,marina
55659.jpg,Shitao,Ink and wash painting,landscape
11582.jpg,Nicholas Krushenick,Pop Art,abstract
78847.jpg,Gerard Sekoto,Social Realism,genre painting
63235.jpg,Raphael Kirchner,Art Nouveau (Modern),genre painting
74895.jpg,Paul Jacoulet,Ukiyo-e,genre painting
40752.jpg,Camille Bryen,Tachisme,abstract
28663.jpg,Orest Kiprensky,Romanticism,portrait
17184.jpg,Antoni Tapies,Tachisme,abstract
79369.jpg,Xul Solar,Expressionism,figurative
91641.jpg,Theodoros Stamos,Color Field Painting,abstract
92645.jpg,Sheikh Hamdullah,Ottoman Period,calligraphy
54477.jpg,Antoine Pesne,Rococo,allegorical painting
51465.jpg,Fernand Leger,Cubism,sketch and study
64659.jpg,Lygia Pape,Neo-Concretism,abstract
95403.jpg,Eugene Leroy,Art Informel,still life
20042.jpg,Lucian Freud,Surrealism,landscape
74183.jpg,Amedeo Modigliani,Expressionism,portrait
81910.jpg,Julius Bissier,Post-Impressionism,religious painting
89780.jpg,Keisai Eisen,Ukiyo-e,portrait
82702.jpg,John Bratby,Expressionism,interior
58085.jpg,Theo van Doesburg,Abstract Art,portrait
20340.jpg,Sam Francis,Abstract Expressionism,abstract
60944.jpg,Gunther Forg,Color Field Painting,abstract
73787.jpg,Gunther Forg,Color Field Painting,abstract
18777.jpg,Xu Beihong,Ink and wash painting,landscape
46109.jpg,Carl Buchheister,Art Informel,abstract
43644.jpg,Gustave de Smet,Expressionism,landscape
36380.jpg,Fred Yates,Naïve Art (Primitivism),genre painting
35874.jpg,Friedel Dzubas,Abstract Expressionism,abstract
97017.jpg,Andre Dunoyer de Segonzac,Impressionism,nude painting (nu)
10977.jpg,Gunther Forg,Color Field Painting,abstract
74599.jpg,Lovis Corinth,Impressionism,literary painting
